candidate,start_sample,start_seconds,preamble_matches,sync_matches,quality,tone_concentration,carrier_1200,carrier_2200,decision_ratio,profile_0,profile_1,profile_2,profile_3,clock_estimated,initial_period,final_period,header_crc_valid,raw_kind,raw_transfer_id,raw_sequence,raw_payload_bytes,decoded_bits,reference_frame,reference_bits,compared_bits,bit_errors,missing_bits,ber,low_confidence,crc_result
0,23064.000000,0.480500000,64,16,0.929677033,0.877668538,1.642909691e-2,6.119323193e-2,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,true,479.995448932,480.093633891,true,00,2BCB0E3E,0,17,328,0,328,328,0,0,0.000000000,0,"CRC PASS expected=945C24C0 calculated=945C24C0"
