candidate,start_sample,start_seconds,preamble_matches,sync_matches,quality,tone_concentration,carrier_1200,carrier_2200,decision_ratio,profile_0,profile_1,profile_2,profile_3,clock_estimated,initial_period,final_period,header_crc_valid,raw_kind,raw_transfer_id,raw_sequence,raw_payload_bytes,decoded_bits,reference_frame,reference_bits,compared_bits,bit_errors,missing_bits,ber,low_confidence,crc_result
0,79680.000000,1.660000000,64,16,0.758746286,0.770335585,2.120232770e-3,6.672654580e-3,3.147133029,3.147133029,3.147133029,3.147133029,3.147133029,false,480.000000000,479.829643504,false,01,2BCB063E,0,59,664,,,,,,,159,"FAILED CRC mismatch: expected 713C1CE9, calculated FA4ACDC3"
1,408000.000000,8.500000000,64,13,0.725116953,0.796522733,1.405599834e-3,7.593827803e-3,5.402553143,5.402553143,5.402553143,5.402553143,5.402553143,false,480.000000000,480.097317144,false,00,2BC1061E,0,0,160,,,,,,,12,"FAILED invalid sync word"
