candidate,start_sample,start_seconds,preamble_matches,sync_matches,quality,tone_concentration,carrier_1200,carrier_2200,decision_ratio,profile_0,profile_1,profile_2,profile_3,clock_estimated,initial_period,final_period,header_crc_valid,raw_kind,raw_transfer_id,raw_sequence,raw_payload_bytes,decoded_bits,reference_frame,reference_bits,compared_bits,bit_errors,missing_bits,ber,low_confidence,crc_result
0,23136.000000,0.482000000,64,16,0.890740166,0.827351692,1.847924196e-2,6.160489363e-2,3.333734888,3.333734888,3.333734888,3.333734888,3.333734888,false,480.000000000,479.988542726,true,00,2BCB0E3E,0,17,328,0,328,328,0,0,0.000000000,0,"CRC PASS expected=945C24C0 calculated=945C24C0"
