candidate,start_sample,start_seconds,preamble_matches,sync_matches,quality,tone_concentration,carrier_1200,carrier_2200,decision_ratio,profile_0,profile_1,profile_2,profile_3,clock_estimated,initial_period,final_period,header_crc_valid,raw_kind,raw_transfer_id,raw_sequence,raw_payload_bytes,decoded_bits,reference_frame,reference_bits,compared_bits,bit_errors,missing_bits,ber,low_confidence,crc_result,mode,equalizer_memory,equalizer_validation,equalizer_period,rejected_calibrated_sync
1,408000.000000,8.500000000,64,16,0.631803410,0.795498855,1.406688775e-3,7.591605754e-3,5.396791308,5.396791308,5.396791308,5.396791308,5.396791308,true,480.015996196,480.036451180,false,00,2BC1061E,0,0,328,1,328,328,53,0,0.161585366,61,"FAILED invalid sync word",energy_probe,,,,12
