candidate,start_sample,start_seconds,preamble_matches,sync_matches,quality,tone_concentration,carrier_1200,carrier_2200,decision_ratio,profile_0,profile_1,profile_2,profile_3,clock_estimated,initial_period,final_period,header_crc_valid,raw_kind,raw_transfer_id,raw_sequence,raw_payload_bytes,decoded_bits,reference_frame,reference_bits,compared_bits,bit_errors,missing_bits,ber,low_confidence,crc_result
0,72288.000000,1.506000000,63,15,0.720740928,0.609404569,4.213853342e-3,3.278092909e-3,0.777932368,0.777932368,0.777932368,0.777932368,0.777932368,false,480.000000000,480.050801261,false,01,ABCB0E3E,0,59,160,,,,,,,24,"FAILED invalid preamble"
1,400584.000000,8.345500000,64,16,0.774398129,0.663221316,3.770879098e-3,4.048002460e-3,1.073490386,1.073490386,1.073490386,1.073490386,1.073490386,true,479.994639518,480.086921080,true,02,2BCB0E3E,0,17,328,1,328,328,0,0,0.000000000,53,"CRC PASS expected=81166FAF calculated=81166FAF"
