candidate,start_sample,start_seconds,preamble_matches,sync_matches,quality,tone_concentration,carrier_1200,carrier_2200,decision_ratio,profile_0,profile_1,profile_2,profile_3,clock_estimated,initial_period,final_period,header_crc_valid,raw_kind,raw_transfer_id,raw_sequence,raw_payload_bytes,decoded_bits,reference_frame,reference_bits,compared_bits,bit_errors,missing_bits,ber,low_confidence,crc_result
0,23136.000000,0.482000000,64,16,0.890676635,0.827405006,1.847897604e-2,6.160428764e-2,3.333750069,3.333750069,3.333750069,3.333750069,3.333750069,true,479.995448932,479.987027496,true,00,2BCB0E3E,0,17,328,0,328,328,0,0,0.000000000,0,"CRC PASS expected=945C24C0 calculated=945C24C0"
