candidate,start_sample,start_seconds,preamble_matches,sync_matches,quality,tone_concentration,carrier_1200,carrier_2200,decision_ratio,profile_0,profile_1,profile_2,profile_3,clock_estimated,initial_period,final_period,header_crc_valid,raw_kind,raw_transfer_id,raw_sequence,raw_payload_bytes,decoded_bits,reference_frame,reference_bits,compared_bits,bit_errors,missing_bits,ber,low_confidence,crc_result,mode,equalizer_memory,equalizer_validation,equalizer_period,rejected_calibrated_sync
0,79680.000000,1.660000000,64,16,0.757080951,0.770240750,2.123427973e-3,6.676058789e-3,3.144000585,3.144000585,3.144000585,3.144000585,3.144000585,true,479.988134501,479.837184530,false,01,2BCB063E,0,59,664,0,664,664,53,0,0.079819277,162,"FAILED CRC mismatch: expected 713C1CE9, calculated 02706AFA",receive,,,,
