strategy,file_bytes,window,data_loss,feedback_loss,retry_limit,first_seed,trials,successful,failed,completion_rate,receiver_committed,sender_confirmed,data_frames,metadata_frames,control_frames,complete_frames,retransmitted_data,timeouts,retries,retry_exhausted,delivered_frames,unique_data_packets,dropped_frames,crc_rejects,half_duplex_rejects,useful_bytes,on_air_bits,modulation_seconds,guard_seconds,elapsed_seconds,mean_seconds,mean_retransmissions,mean_control_frames,goodput_bytes_per_second,attempted_throughput_bits_per_second,overhead_fraction,timeout_ms,turnaround_ms,delay_ms,jitter_ms,corruption,duplication
selective_repeat,10240,4,0.100000,0.100000,8,1,1000,1000,0,1.000000,1000,1000,44485,1109,36145,1117,4485,3491,7492,0,72654,40000,8180,0,0,10240000,111909416,1119094.160,44663.800,1291374.800,1291.374800,4.485000,36.145000,7.929534,86.659129,0.267979,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,8,0.100000,0.100000,8,1,1000,1000,0,1.000000,1000,1000,44393,1109,22959,1109,4393,2276,5594,0,60683,40000,6878,0,0,10240000,107597016,1075970.160,31459.400,1190851.320,1190.851320,4.393000,22.959000,8.598890,90.353022,0.238641,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,16,0.100000,0.100000,8,1,1000,1000,0,1.000000,1000,1000,44502,1109,16762,1097,4502,1554,4287,0,55208,40000,6267,0,0,10240000,105911312,1059113.120,25284.200,1141040.900,1141.040900,4.502000,16.762000,8.974262,92.819909,0.226523,40000,300,10,0,0.000000,0.000000
one_way,10240,0,0.200000,0.000000,8,1,1000,0,1000,0.000000,0,0,40000,1000,0,0,0,0,0,0,32786,31981,8214,0,0,0,90272000,902720.000,8400.000,911120.000,911.120000,0.000000,0.000000,0.000000,99.078058,1.000000,40000,300,10,0,0.000000,0.000000
stop_and_wait,10240,1,0.200000,0.000000,8,1,1000,1000,0,1.000000,1000,1000,49886,1238,103248,1000,9886,0,10124,0,143248,40000,10124,0,0,10240000,145029952,1450299.520,112872.800,1543745.200,1543.745200,9.886000,103.248000,6.633219,93.946820,0.435151,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,4,0.200000,0.000000,8,1,1000,1000,0,1.000000,1000,1000,50123,1238,39234,1000,10123,0,8117,0,79234,40000,10361,0,0,10240000,125588464,1255884.640,48906.200,1297526.380,1297.526380,10.123000,39.234000,7.891940,96.790683,0.347711,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,8,0.200000,0.000000,8,1,1000,1000,0,1.000000,1000,1000,50116,1238,25564,1000,10116,0,6282,0,65564,40000,10354,0,0,10240000,121307744,1213077.440,35234.800,1243645.080,1243.645080,10.116000,25.564000,8.233860,97.542093,0.324693,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,16,0.200000,0.000000,8,1,1000,1000,0,1.000000,1000,1000,50159,1238,18418,1000,10159,0,4709,0,58418,40000,10397,0,0,10240000,119174512,1191745.120,28097.400,1216533.100,1216.533100,10.159000,18.418000,8.417362,97.962408,0.312605,40000,300,10,0,0.000000,0.000000
stop_and_wait,10240,1,0.200000,0.010000,8,1,1000,1000,0,1.000000,1000,1000,49878,1237,104714,1006,9878,989,11104,0,143725,40000,11107,0,0,10240000,145462384,1454623.840,114337.000,1587259.880,1587.259880,9.878000,104.714000,6.451370,91.643710,0.436830,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,4,0.200000,0.010000,8,1,1000,1000,0,1.000000,1000,1000,50107,1237,39734,1015,10107,362,8462,0,79372,40000,10717,0,0,10240000,125708752,1257087.520,49402.800,1313046.360,1313.046360,10.107000,39.734000,7.798658,95.738243,0.348335,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,8,0.200000,0.010000,8,1,1000,1000,0,1.000000,1000,1000,50106,1237,25897,1007,10106,244,6510,0,65653,40000,10592,0,0,10240000,121388392,1213883.920,35565.600,1254085.840,1254.085840,10.106000,25.897000,8.165310,96.794325,0.325141,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,16,0.200000,0.010000,8,1,1000,1000,0,1.000000,1000,1000,50163,1237,18667,1007,10163,151,4869,0,58516,40000,10557,0,0,10240000,119261144,1192611.440,28347.000,1223370.580,1223.370580,10.163000,18.667000,8.370317,97.485705,0.313104,40000,300,10,0,0.000000,0.000000
stop_and_wait,10240,1,0.200000,0.020000,8,1,1000,1000,0,1.000000,1000,1000,49977,1236,106362,1021,9977,1959,12172,0,144403,40000,12184,0,0,10240000,146193680,1461936.800,116004.600,1633192.840,1633.192840,9.977000,106.362000,6.269927,89.514034,0.439647,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,4,0.200000,0.020000,8,1,1000,1000,0,1.000000,1000,1000,50098,1236,40272,1021,10098,741,8821,0,79531,40000,11095,0,0,10240000,125854432,1258544.320,49938.800,1329453.380,1329.453380,10.098000,40.272000,7.702414,94.666300,0.349089,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,8,0.200000,0.020000,8,1,1000,1000,0,1.000000,1000,1000,50111,1236,26310,1012,10111,506,6787,0,65804,40000,10870,0,0,10240000,121526800,1215268.000,35979.400,1265905.940,1265.905940,10.111000,26.310000,8.089069,95.999866,0.325910,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,16,0.200000,0.020000,8,1,1000,1000,0,1.000000,1000,1000,50139,1236,18878,1015,10139,328,5014,0,58550,40000,10717,0,0,10240000,119273328,1192733.280,28553.000,1230403.760,1230.403760,10.139000,18.878000,8.322471,96.938364,0.313174,40000,300,10,0,0.000000,0.000000
stop_and_wait,10240,1,0.200000,0.050000,8,1,1000,1000,0,1.000000,1000,1000,50074,1234,111662,1055,10074,5416,15724,0,146246,40000,15771,0,0,10240000,148043056,1480430.560,121323.600,1789124.720,1789.124720,10.074000,111.662000,5.723469,82.746079,0.446647,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,4,0.200000,0.050000,8,1,1000,1000,0,1.000000,1000,1000,49972,1234,42046,1054,9972,2033,10043,0,80013,40000,12278,0,0,10240000,126122064,1261220.640,51687.200,1383225.660,1383.225660,9.972000,42.046000,7.402986,91.179673,0.350471,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,8,0.200000,0.050000,8,1,1000,1000,0,1.000000,1000,1000,50113,1234,27382,1047,10113,1302,7522,0,66080,40000,11691,0,0,10240000,121866992,1218669.920,37051.400,1300688.800,1300.688800,10.113000,27.382000,7.872752,93.694196,0.327792,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,16,0.200000,0.050000,8,1,1000,1000,0,1.000000,1000,1000,50104,1234,19716,1047,10104,906,5577,0,58810,40000,11284,0,0,10240000,119458624,1194586.240,29383.600,1255063.300,1255.063300,10.104000,19.716000,8.158951,95.181354,0.314240,40000,300,10,0,0.000000,0.000000
stop_and_wait,10240,1,0.200000,0.100000,8,1,1000,995,5,0.995000,995,995,49894,1241,120935,1110,10008,11981,22227,5,148842,39883,22335,0,0,10188800,150495896,1504958.960,130562.000,2074256.100,2074.256100,10.008000,120.935000,4.912026,72.554154,0.458388,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,4,0.200000,0.100000,8,1,1000,994,6,0.994000,996,994,49936,1241,45482,1121,10000,4408,12432,6,81012,39932,14757,0,0,10178560,127114544,1271145.440,55117.400,1487523.160,1487.523160,10.000000,45.482000,6.842623,85.453825,0.359409,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,8,0.200000,0.100000,8,1,1000,998,2,0.998000,998,998,50027,1241,29679,1112,10043,2881,9082,2,66782,39982,13269,0,0,10219520,122399320,1223993.200,39332.600,1368502.080,1368.502080,10.043000,29.679000,7.467669,89.440361,0.332054,40000,300,10,0,0.000000,0.000000
selective_repeat,10240,16,0.200000,0.100000,8,1,1000,998,2,0.998000,998,998,50023,1241,21125,1100,10055,1961,6588,2,59132,39966,12366,0,0,10219520,119725416,1197254.160,30777.800,1299592.980,1299.592980,10.055000,21.125000,7.863631,92.125318,0.317136,40000,300,10,0,0.000000,0.000000
